index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
281,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Arts & Crafts  ",[],"['greater', 'emphasis', 'cultural', 'event', 'fun', 'night', 'event', 'dress']","['availability', 'upbuildabear', 'event']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",[],"['middle', 'easterngreek', 'food', 'gyro', 'diversity', 'hispanic', 'food', 'country', 'specific', 'healthy', 'food', 'option', 'smoothie', 'station']",0.0,10.0,100.0,50.0,0.0,Yes,[],"Weekday lunchtime (12–2pm),Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Travel time,Other:","['enough', 'availability']","Wednesday ,Friday ,Saturday ","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['much', 'sooner', 'final', 'evening', 'time']",Two weeks or more,"Email,Social media ,Friends",[],['email'],Junior,['nutrition'],['nj'],"['diversity', 'hispanic', 'event', 'merged', 'one', 'culture']","['painting', 'pottery', 'cultural', 'foodtasting', 'fitness', 'event']","['christmas', 'time', 'event']","Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],"['diversity', 'campus', 'event', 'near', 'center', 'school', 'campus', 'easier', 'access', 'northsouth', 'side']",,[],M,L,[],"['quality', 'oversized', 'hoodies', 'water', 'bottle', 'beany', 'zip', 'ups', 'sweater', 'nice', 'sock']",Passive,8.0,"['offering', 'availability', 'smaller', 'event']",Ninja Creami,[],0.05,"QID52,QID59",1064.0
282,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",[],"['would', 'love', 'popup', 'cafe', 'type', 'popup', 'could', 'really', 'fun', 'something', 'would', 'definitely', 'attend']","['food_truck', 'festival']","Free food/snacks,Swag (shirts, water bottles, etc.) ",[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],['sweet_spot'],0.0,0.0,0.0,0.0,0.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference, Require advance registration ,"Event cost,Didn’t interest me",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['would', 'go', 'event', 'would', 'focused', 'studying']",3–5 days before,"Email,Social media ,Posters/flyers ,Friends",[],['email'],Freshman,['chemistry'],"['new', 'york', 'city']","['would', 'nice', 'see', 'puerto', 'ricancaribbean', 'food']",['specifically'],['particularly'],"Sports games (Guardians, Cavs, Browns, Monsters),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",[],Yes,[],No,[],"['attending', 'event']",,[],S,M,[],"['digital', 'camera', 'giant', 'snack', 'bag']",,,['free_food'],Air Fryer,[],0.0512820512820512,"QID52,QID59",906.0
283,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",[],[],,,,,,,[],"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Huge (300-600 people),Either is fine,"Bad timing,Too crowded",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,[],A week,"Email,Friends",[],['email'],Freshman,"['biomedical', 'engineering']","['new', 'york', 'city']",[],[],[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],[],,[],S,M,[],[],,,[],Air Fryer,[],0.3513513513513513,"QID9,QID8,QID52,QID42,QID53,QID13,QID10,QID54,QID27,QID59,QID55,QID38,QID44",269.0
284,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",[],"['popup', 'bakery']","['food', 'festival']","Free food/snacks,Socializing/meeting new people ,Learning new things ",[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],"['etna', 'sweet_spot']",5.0,15.0,0.0,0.0,15.0,Yes,[],"Friday evenings,Saturday afternoons ,Sunday afternoons ",No preference, Require advance registration ,"Didn’t hear about it,Bad timing",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['le', 'willing', 'go', 'event']",A week,"Email,Friends",[],['email'],Freshman,['nursing'],['boston'],[],"['craft', 'yoga']",[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],"['social', 'event']",Other:,['diary'],L,L,[],"['reusable', 'tote', 'bag']",,,['free_food'],Ninja Creami,[],0.0,,518.0
285,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Off-campus experiences or trips ",[],"['big', 'game', 'like', 'capture', 'flag', 'tag', 'rock', 'paper', 'scissors']",['kalahari'],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],"['buffalo', 'wild', 'wing']",10.0,20.0,50.0,25.0,15.0,Yes,[],"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Bad timing,Too crowded,Required registration,Didn’t interest me",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['time', 'dedicated', 'class', 'depends', 'event', 'something', 'interesting', 'big', 'yes', 'smaller', 'thing']",Two weeks or more,"Email,Social media ,Posters/flyers ,Friends",[],"['email', 'social', 'medium']",Sophomore,"['mechanical', 'engineering', 'political', 'science']","['pittsburgh', 'pa']",[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Usually,"['sometimes', 'big', 'limited', 'staff', 'feel', 'mean']",No,[],"['cwru', 'focused', 'thing', 'bringing', 'outside', 'thing', 'campus', 'nice', 'much', 'prefer', 'thing', 'would', 'make', 'cwru', 'special', 'significant']",,[],XXL,XXL,[],"['backpack', 'blanket']",Passive,7.0,"['minimize', 'line']",Air Fryer,"['appreciated', 'thoroughness']",0.0975609756097561,"QID42,QID52,QID54,QID55",1506.0
286,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Sports/spectator events ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.)",[],[],0.0,,,,0.0,No,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Too crowded,Required registration,Event cost",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['time', 'studying', 'le', 'willing', 'go']",Two weeks or more,"Email,Friends",[],['email'],Freshman,['biochem'],"['columbus', 'ohio']",[],[],"['lunar', 'new', 'year']","Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],"['opportunity', 'open', 'event']",,[],M,M,[],"['useful', 'dorm', 'itemstech']",,,['prize'],Air Fryer,[],0.1538461538461538,"QID9,QID8,QID52,QID53,QID24,QID59",366212.0
287,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",[],"['thought', 'cedar_point', 'trip', 'really', 'fun', 'costeffective', 'way', 'u', 'fun', 'otherwise', 'wouldve']","['another', 'event', 'would', 'trip', 'khalahari']","Free food/snacks,Performance,Live entertainment",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",[],[],10.0,20.0,250.0,100.0,10.0,Yes,[],"Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",[],"Tuesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['easy', 'deal', 'anything', 'work', 'would']",A week,"Email,Posters/flyers ,Friends",[],['email'],Junior,['economicsaccounting'],"['warren', 'ohio']","['im', 'ohio', 'culture', 'poor', 'dumb']",['particularly'],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],"['truthfully', 'im', 'fine', 'friend', 'going', 'event', 'im', 'mood', 'unless', 'feel', 'like', 'getting', 'involved', 'wont']",,[],XXL,XXL,[],"['giving', 'away', 'cool', 'thing', 'like', 'ninja_creami', 'chess', 'set', 'car', 'house', 'acre', 'farmland', 'u', 'citizenship', 'bath', 'mat', 'free_food', 'restaurant', 'euclid', 'school', 'year', 'switch', 'power', 'control', 'weather', 'dress', 'clothes']",Passive,8.0,"['even', 'free_food']",Ninja Creami,"['pretty', 'good', 'survey', 'sorry', 'considering', 'said', 'ohio', 'love', 'ohio']",0.05,"QID52,QID53",982.0
288,"Food Truck Festival,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],"['upbrightening', 'bloom']","['food_truck', 'festival', 'would', 'cool', 'see', 'possible']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",[],"Italian (pasta, pizza, gelato),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",[],['brassica'],5.0,10.0,100.0,100.0,10.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Sunday afternoons ","Large (80-150 people) ,Medium (30-80 people)", Require advance registration ,"Bad timing,Travel time",[],"Wednesday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,"['would', 'attend', 'event', 'max']",A week,"Email,Friends",[],['email'],Senior,"['aerospace', 'engineering']","['flemington', 'njusamidatlantic']",[],[],[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Usually,"['maybe', 'optional', 'buddy', 'lottery', 'people', 'dont', 'friend', 'attend', 'event']",No,[],"['attending', 'club', 'meeting', 'learn', 'somethingmeet', 'people', 'similar', 'interest']",Other:,"['red', 'meat']",L,XL,[],"['themed', 'zipup', 'hoodie']",Passive,8.0,"['ur', 'fault', 'campus', 'group', 'registration', 'suck', 'bc', 'campus', 'group', 'kinda', 'bad', 'app']",Air Fryer,"['maybe', 'multiple', 'choice', 'opposed', 'free', 'response', 'longer', 'survey']",0.0,,908.0
289,I'm a freshman!,"Swag/giveaway events ,Off-campus experiences or trips ,Workshops/skill-building ",[],"['book', 'fair', 'something', 'book']",[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",[],[],,,,,,No,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Too crowded,Event cost,Didn’t interest me,Travel time",[],"Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Evening (4pm–8pm) ",Yes,"['studying', 'lot']",A week,"Email,Social media ,Posters/flyers ,Friends,Tabling",[],['email'],Freshman,"['environmental', 'study', 'biology']","['toledo', 'oh']",['really'],"['anything', 'book', 'maybe', 'photography', 'exploring', 'nature', 'think', 'already', 'outdoor', 'exploring', 'event', 'planned']",['nah'],"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Usually,[],No,[],[],,[],S,S,[],"['notebook', 'book', 'coloring', 'book', 'bookmark', 'backpack', 'nice', 'waterbottles', 'food', 'kind', 'food', 'container', 'lol', 'lotion', 'chapstick', 'notepad', 'candy']",,,"['big', 'event', 'lot', 'different', 'option', 'activity', 'people']",Air Fryer,"['like', 'question', 'arent', 'required']",0.1282051282051282,"QID52,QID53,QID24,QID10,QID27",653.0
290,UPBeat Spring Concert,"Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",[],['upbeat'],['upbakery'],"Free food/snacks,Swag (shirts, water bottles, etc.) ",[],"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",[],['idk'],0.0,0.0,0.0,0.0,0.0,No,[],Friday evenings,Large (80-150 people) ,Either is fine,Event cost,[],"Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,['going'],A week,Friends,[],['poster'],Sophomore,['engineering'],['arizona'],['cowboy'],[],['jo'],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],[],,[],L,L,[],['shoe'],Detractor,6.0,[],Ninja Creami,"['question', 'shoe']",0.1,"QID24,QID27,QID44,QID52",208.0
291,Food Truck Festival,"Swag/giveaway events ,Tournaments (video games, board games, etc.) ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",[],Desserts/sweets focused,[],[],,,,,,,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) , Require advance registration ,Bad timing,[],"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,[],A week,"Email,Social media ",[],[],Junior,"['mechanical', 'engineering']",['nj'],[],[],[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",[],Yes,[],No,[],[],,[],M,M,[],"['gift', 'cardscool', 'stuff']",Passive,7.0,[],Air Fryer,[],0.358974358974359,"QID9,QID8,QID52,QID42,QID19,QID53,QID13,QID10,QID54,QID27,QID59,QID22,QID55,QID44",227.0
292,"Food Truck Festival,T-shirt or swag giveaways,I'm a freshman!","Major shows or performances (comedians, drone show, etc.) ,Tournaments (video games, board games, etc.) ,Workshops/skill-building ",[],['paintball'],['paintball'],"Free food/snacks,Performance,Competition",[],"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",[],['den'],15.0,5.0,20.0,14.0,46.0,Yes,[],"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ",Small (<20 people),Walk-in Only (First come first serve),"Bad timing,Too crowded,Required registration",[],"Wednesday ,Friday ,Saturday ","Afternoon (12pm–4pm) ,Night (after 8pm)",Yes,[],1–2 days before ,"Email,Social media ,Posters/flyers ,Friends,Tabling",[],[],Freshman,['aero'],['ny'],['paintball'],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],Yes,[],[],,[],L,L,[],['jordan'],,,[],Ninja Creami,['moee'],0.2195121951219512,"QID52,QID19,QID24,QID54,QID25,QID27,QID22,QID55,QID44",235.0
293,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Off-campus experiences or trips ,Sports/spectator events ",[],"['u', 'eat', 'baseball', 'game']","['u', 'eat', 'baseball', 'game']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",[],[],,30.0,,,,Yes,[],I will attend all events,Gigantic (>1000 people), Require advance registration ,Didn’t hear about it,[],"Saturday ,Sunday",Evening (4pm–8pm) ,No,[],A week,"Email,Social media ,Posters/flyers ",[],['email'],Senior,['bme'],['russia'],[],[],"['hudson', 'relay']","Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",[],Yes,[],No,[],['eventa'],,[],XL,L,[],['hoodies'],Promoter,10.0,['event'],Ninja Creami,[],0.0769230769230769,"QID52,QID53,QID59",587.0
294,I'm a freshman!,"Concerts or live music ,Sports/spectator events ,Tournaments (video games, board games, etc.) ",[],[],[],"Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ,Live entertainment",[],African/Caribbean,[],[],,,,,,,[],"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,Didn’t interest me,[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],3–5 days before,"Social media ,Friends",[],[],Freshman,['nursing'],['ct'],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],[],,[],S,M,[],[],,,[],Ninja Creami,['shorter'],0.3684210526315789,"QID9,QID8,QID52,QID42,QID19,QID53,QID13,QID10,QID54,QID27,QID22,QID55,QID38,QID44",298.0
295,I'm a freshman!,"Concerts or live music ,Luncheons or mixers,Sports/spectator events ",[],['concert'],"['casino', 'night']",Live entertainment,[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",[],[],,,,,,,[],"Friday evenings,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing",[],"Thursday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,[],A week,"Social media ,Posters/flyers ,Friends",[],[],Freshman,['bme'],[],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters)",[],Yes,[],No,[],[],Halal / Kosher,[],M,L,[],[],,,[],Ninja Creami,[],0.3243243243243243,"QID41,QID42,QID53,QID13,QID10,QID54,QID27,QID59,QID22,QID55,QID38,QID44",312.0
296,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",[],[],0.0,0.0,0.0,0.0,0.0,No,[],"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Didn’t interest me",[],"Monday,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,[],3–5 days before,"Email,Posters/flyers ",[],[],Freshman,['astronomy'],['ohio'],['chinese'],[],[],"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],Yes,[],[],,[],S,S,[],[],,,[],Air Fryer,[],0.3333333333333333,"QID9,QID8,QID52,QID19,QID53,QID54,QID25,QID27,QID59,QID22,QID55,QID38,QID44",282.0
297,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Major shows or performances (comedians, drone show, etc.) ",[],['food'],['concert'],"Free food/snacks,Competition,Cultural representation",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],[],0.0,0.0,0.0,0.0,0.0,No,[],"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people),No preference",Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing",[],Saturday ,Morning (8am–12pm) ,Yes,[],A week,Tabling,[],[],Freshman,"['computer', 'engineering']",['taiwan'],"['boba', 'naking']",['nay'],[],"Sports games (Guardians, Cavs, Browns, Monsters)",[],No,[],No,[],[],Halal / Kosher,[],L,L,[],[],,,['nothing'],Air Fryer,[],0.1282051282051282,"QID19,QID24,QID27,QID59,QID22",195.0
298,I'm a freshman!,"Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ,Tournaments (video games, board games, etc.) ",[],"['multiple', 'casino', 'night']","['casino', 'night']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",[],['mitchell'],0.0,50.0,50.0,50.0,50.0,Yes,[],Friday evenings,Medium (30-80 people),Either is fine,Required registration,[],Wednesday ,Afternoon (12pm–4pm) ,Yes,['yes'],Two weeks or more,"Email,Social media ,Posters/flyers ",[],['email'],Freshman,"['econ', 'pre', 'med']",['egypt'],"['idk', 'maybe']",['gambling'],['ramadan'],"Sports games (Guardians, Cavs, Browns, Monsters)",[],Usually,[],Yes,['adhd'],[],Halal / Kosher,[],L,XL,[],"['case', 'merch', 'shoeslegos']",,,"['ask', 'student', 'want', 'keep', 'wha', 'work', 'like', 'casino', 'night', 'often']",Ninja Creami,"['make', 'shorter']",0.048780487804878,"QID24,QID27",398.0
299,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",[],['bibibop'],0.0,0.0,0.0,0.0,0.0,No,[],"Saturday afternoons ,Sunday afternoons ",Large (80-150 people) , Require advance registration ,"Didn’t hear about it,Too crowded,Event cost",[],"Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,"['depends', 'workload']",A week,"Email,Posters/flyers ,Friends",[],['email'],Freshman,['biology'],['maryland'],"['yes', 'food']",['sport'],"['lunar', 'new', 'year']","Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],[],Other:,[],L,L,[],[],,,[],Ninja Creami,[],0.1794871794871795,"QID9,QID8,QID24,QID27,QID59,QID38,QID44",386.0
