StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,Q_BallotBoxStuffing,QID47_Browser,QID47_Version,QID47_Operating System,QID47_Resolution,QID48,4,5,5_13_TEXT,6,7,8,8_9_TEXT,9,9_11_TEXT,10,11_1,11_2,11_3,11_4,11_5,12,13,14,15,16,17,17_9_TEXT,18,19,20,21,22,23,23_6_TEXT,24,25,26,27,28,29,30,31,31_9_TEXT,32,33,34,35,36,37,37_3_TEXT,38_1,38_2,39,40,41_NPS_GROUP,41,42,43,44,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2025-08-29 17:40:05,2025-08-29 17:43:20,IP Address,172.58.165.253,100,195,True,2025-08-29 17:43:21,R_7QfeNnxdzezEUDU,,,,,41.8835,-87.6305,qr,EN,1,,,Chrome,139.0.0.0,Android 10,384x832,jjm285,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Major shows or performances (comedians, drone show, etc.) ",,Food,Concert,"Free food/snacks,Competition,Cultural representation",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Any,0,0,0,0,0,No,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people),No preference",Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing",,"Saturday ","Morning (8am–12pm) ",Yes,,A week,Tabling,,,Freshman,Computer engineering,Taiwan,Boba naking,Nay,No,"Sports games (Guardians, Cavs, Browns, Monsters)",,No,,No,,,Halal / Kosher,,L,L,29.5,Any,,,Nothing,Air Fryer,,1,1,QID28,0.1282051282051282,"QID19,QID24,QID27,QID59,QID22"
2025-08-29 17:36:55,2025-08-29 17:43:33,IP Address,107.123.49.20,100,397,True,2025-08-29 17:43:33,R_3udIF1Z69a07Tkl,,,,,41.1413,-81.3445,qr,EN,0.8999999761581421,,,Chrome iPhone,139.0.7258.76,iPhone,440x956,aah187,I'm a freshman!,"Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ,Tournaments (video games, board games, etc.) ",,Multiple casino night,casino night,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,mitchell’s,0,50,50,50,50,Yes,100,Friday evenings,Medium (30-80 people),Either is fine,Required registration,,"Wednesday ","Afternoon (12pm–4pm) ",Yes,yes,Two weeks or more,"Email,Social media ,Posters/flyers ",,email,Freshman,econ pre med,egypt,idk maybe,gambling,ramadan,"Sports games (Guardians, Cavs, Browns, Monsters)",,Usually,,Yes,ADHD,,Halal / Kosher,,L,XL,12,"case merch, shoes,legos",,,"Ask students what they want, keep doing wha works like casino night but more often ",Ninja Creami,make it shorter,0,0,,0.04878048780487805,"QID24,QID27"
2025-08-29 17:37:25,2025-08-29 17:43:51,IP Address,129.22.1.28,100,385,True,2025-08-29 17:43:51,R_6tfg8ERVXeWwGMd,,,,,41.5066,-81.6111,qr,EN,1,,,Chrome,139.0.0.0,Android 10,360x780,ixd139,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Bibibop,0,0,0,0,0,No,,"Saturday afternoons ,Sunday afternoons ","Large (80-150 people) "," Require advance registration ","Didn’t hear about it,Too crowded,Event cost",,"Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Depends on workload,A week,"Email,Posters/flyers ,Friends",,Email,Freshman,Biology,Maryland,"Yes, food",Sports,Lunar new year,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,Other:,None,L,L,8,,,,,Ninja Creami,,1,1,QID28,0.1794871794871795,"QID9,QID8,QID24,QID27,QID59,QID38,QID44"
2025-08-29 17:36:10,2025-08-29 17:45:12,IP Address,129.22.1.26,100,542,True,2025-08-29 17:45:13,R_7qprmZKVOMzYJ7H,,,,,41.5066,-81.6111,qr,EN,1,,,Safari iPhone,18.6,iPhone,393x852,cmc317,"Food Truck Festival,UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,More swag giveaways,Swag giveaways,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",,Bombay chatt,0,20,200,100,0,Yes,300?,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing,Too crowded,Event cost",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Huh?,Two weeks or more,"Email,Social media ",,SM,Senior,MechE,"Madison, WI ",Nah,Nah,Nah,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,Yes,,,,,L,XL,11,Food,Detractor,6,Na,Ninja Creami,More free giveaways,0,0,,0.07317073170731707,"QID25,QID27,QID52"
2025-08-29 17:39:58,2025-08-29 17:45:43,IP Address,172.59.24.104,100,344,True,2025-08-29 17:45:44,R_622vfWCQzX7Vje8,,,,,41.0754,-81.4662,qr,EN,1,,,Safari iPhone,18.5,iPhone,393x852,Axj828,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,"Anything with like fun events so we can meet new people ","I’m a freshmen ","Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,"Not too sure. I’m a freshmen. ",5,5,10,10,0,Yes,,I will attend all events,"Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",,"Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ",Yes,"I like to stay in to study. ",3–5 days before,"Email,Posters/flyers ",,"Email ",Freshman,"Data science ","New York ","Not really ",Nope,N/A,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,"More events in general ",,,M,M,"8 women ",,,,,Ninja Creami,,1,1,QID28,0.1282051282051282,"QID52,QID15,QID59,QID38,QID44"
2025-08-29 17:39:27,2025-08-29 17:49:06,IP Address,129.22.1.26,100,578,True,2025-08-29 17:49:06,R_3pzolzaLp8PE9tU,,,,,41.5066,-81.6111,qr,EN,1,,,Safari iPhone,18.5,iPhone,390x844,Jib44,"Food Truck Festival,Spring Comedian at Severance Hall,Arts & Crafts (e.g., Brightening Blooms, UPBling),I'm a freshman!","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,Dance party,I’m a freshman,"Free food/snacks,Socializing/meeting new people ,Performance",,"Mexican/Latin (tacos, burritos, empanadas),Indian/South Asian",,5 points cafe and bakery,0,0,0,0,0,Yes,25,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Studying time,A week,"Social media ,Posters/flyers ",,"Posters ",Freshman,World lit and classics,"Cleveland ",No,N/a,N/a,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,"Meeting people ",,,L,L,9.5,"Mini projector ",,,,Hatch Alarm Clock,,1,1,QID28,0.07692307692307693,"QID44,QID52,QID59"
2025-08-29 17:33:45,2025-08-29 17:49:10,IP Address,172.59.24.153,100,924,True,2025-08-29 17:49:11,R_6PLUN6xujxEacMV,,,,,41.0754,-81.4662,qr,EN,1,,,Safari iPhone,18.6,iPhone,393x852,dxk990,"T-shirt or swag giveaways,Thwing Tuesday","Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ,Arts & Crafts  ",,Casino Night,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,Indian/South Asian,,,0,0,0,0,0,Yes,1000,"Saturday afternoons ","Huge (300-600 people),Medium (30-80 people)",Walk-in Only (First come first serve),Too crowded,,"Saturday ","Evening (4pm–8pm) ",No,,A week,Email,,,Freshman,finance and pol sci,seattle,,,,,,Yes,,No,,,,,M,M,8 F,,,,,Ninja Creami,,1,1,QID28,0.3157894736842105,"QID9,QID52,QID56,QID42,QID53,QID54,QID27,QID59,QID22,QID55,QID38,QID44"
2025-08-29 17:46:38,2025-08-29 17:53:18,IP Address,166.198.251.55,100,400,True,2025-08-29 17:53:19,R_1nASp1BY7xqyXy5,,,,,41.5066,-81.6111,qr,EN,1,,,Safari iPhone,18.5,iPhone,402x874,Nxm642,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up)","Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,,,,,,,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Required registration,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,Friends,,,Sophomore,Physics,Stl,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,,,,L,L,11.5,,Detractor,5,,Ninja Creami,,1,1,QID28,0.3902439024390244,"QID9,QID8,QID52,QID42,QID19,QID53,QID24,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44"
2025-08-29 17:42:10,2025-08-29 17:58:00,IP Address,129.22.1.25,100,949,True,2025-08-29 17:58:01,R_38OHIIqfCotTlnt,,,,,41.5066,-81.6111,qr,EN,1,,,Safari iPhone,18.6,iPhone,390x844,Hjh61,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Swag/giveaway events ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,,5,15,100,100,0,Yes,50 more,I will attend all events,"Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Too crowded,Required registration,Event cost",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Posters/flyers ,Friends",,Email and social media,Senior,"Computer science, cognitive science",Ashburn VA,Iranian!,"Bookstores, reading",Nowruz,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,XL,XL,"10 women’s ","Pins, jackets",Passive,8,,Ninja Creami,,1,1,QID28,0.21951219512195122,"QID9,QID8,QID52,QID19,QID53,QID24,QID27,QID59,QID44"
2025-08-29 17:56:19,2025-08-29 18:02:51,IP Address,172.59.25.53,100,391,True,2025-08-29 18:02:52,R_5wac2bFM0M2JlHN,,,,,41.0754,-81.4662,qr,EN,1,,,Safari iPhone,18.5,iPhone,375x667,cmm346,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up)","Off-campus experiences or trips ",,UPB bingo,UPB Bingo,Free food/snacks,,Desserts/sweets focused,,,0,10,300,300,0,Yes,300,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ","Huge (300-600 people),Small (<20 people)",Either is fine,Didn’t hear about it,,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"Wouldn’t go ",A week,"Social media ",,Insta,Junior,"Bio ",Rochester NY,,"Knitting ",,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,L,XL,7.5,,Passive,8,,Ninja Creami,,0,0,,0.21951219512195122,"QID52,QID42,QID53,QID24,QID27,QID59,QID55,QID38,QID44"
2025-08-29 17:53:52,2025-08-29 18:04:21,IP Address,129.22.1.24,100,629,True,2025-08-29 18:04:22,R_7DoioBsY15nxhjR,,,,,41.0754,-81.4662,qr,EN,1,,,Safari iPhone,18.6,iPhone,430x932,slc175,I'm a freshman!,"Food Festivals ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,Field trips!,i’m a freshman!,"Free food/snacks,Socializing/meeting new people ,Performance",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,The Sweet Spot,20,100,1000,1000,5,Yes,10,"Friday evenings,Saturday afternoons ,Saturday evenings ",Huge (300-600 people),Either is fine,"Bad timing,Didn’t interest me",,"Friday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I would not want to go out during/before finals.,A week,"Social media ,Posters/flyers ,Friends",,Instagram or email,Freshman,Nursing,Chicago,Mexico!,music!,Dia de los muertos,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,opportunities to socialize,Other:,None,S,M,8.5 in womens,"digital camera ",,,More advertisement,Ninja Creami,No!,0,0,,0,
2025-08-29 18:01:09,2025-08-29 18:06:48,IP Address,174.207.38.157,100,338,True,2025-08-29 18:06:49,R_5QfofbGEXofJnbD,,,,,41.5066,-81.6111,qr,EN,1,,,Chrome,139.0.0.0,Android 10,384x832,"srb233 ","Spring Comedian at Severance Hall,I'm a freshman!","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,,,"Socializing/meeting new people ,Learning new things ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian",,,,,,,,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)"," Require advance registration ","Didn’t hear about it,Too crowded,Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Posters/flyers ",,,Freshman,Nutritional Biochemistry,Buffalo NY,Ukrainian,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,,,,S,S,women's 7,Pins,,,,Air Fryer,,1,1,QID28,0.3157894736842105,"QID9,QID8,QID52,QID19,QID53,QID10,QID54,QID27,QID59,QID22,QID55,QID44"
2025-08-29 17:56:52,2025-08-29 18:11:54,IP Address,129.22.1.27,100,901,True,2025-08-29 18:11:55,R_5NPOb4FvTYwOYuO,,,,,41.5066,-81.6111,qr,EN,1,,,Safari iPhone,18.5,iPhone,390x844,cxk595,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,,,"Swag (shirts, water bottles, etc.) ",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,,,,,,,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) "," Require advance registration ","Didn’t hear about it,Too crowded",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,Two weeks or more,"Email,Friends",,,Freshman,Biology,Maryland,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,Other:,Nuts,S,M,6.5,,,,,Ninja Creami,,0,0,,0.358974358974359,"QID9,QID8,QID42,QID19,QID53,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44"
2025-08-29 17:47:16,2025-08-29 18:23:13,IP Address,129.22.1.27,100,2156,True,2025-08-29 18:23:14,R_7Or8GKolpnVVXT3,,,,,41.5066,-81.6111,qr,EN,1,,,Safari iPhone,18.6,iPhone,390x844,Zcp6,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,More music festivals and parties,No im a freshman,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,"BIBIBOP ",0,0,0,0,0,No,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Didn’t interest me,Travel time",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Yes,Two weeks or more,"Email,Social media ,Posters/flyers ,Friends,Tabling",,Email,Freshman,Biochemistry,"Texas ",Cowboy western,No,No,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,Nope,No,,"Food music and activities ",Other:,None,S,S,9.5 women,"Everything ",,,No idea,Ninja Creami,No,1,1,QID28,0,
2025-08-29 18:18:23,2025-08-29 18:23:52,IP Address,172.59.25.141,100,329,True,2025-08-29 18:23:53,R_637tPG7FUyVotW1,,,,,41.5066,-81.6111,qr,EN,1,,,Chrome,139.0.0.0,Android 10,412x919,"bxl744 ",I'm a freshman!,"Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,club showcase,,"Free food/snacks,Performance,Live entertainment",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,mitchells,0,15,0,0,5,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,depends on class but not willing to skip,3–5 days before,"Social media ,Posters/flyers ,Friends,Tabling",,flyers,Freshman,"mechanical engineering ",bay area near sf,n/a,n/a,n/a,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",,Yes,,No,,social events,Other:,n/a,S,S,7.5,"shirts, hoodies",,,"more outreach ",Air Fryer,,1,1,QID28,0.05263157894736842,"QID59,QID9"
2025-08-29 18:19:30,2025-08-29 18:25:11,IP Address,174.207.93.163,100,340,True,2025-08-29 18:25:11,R_7eh7wsmkZW3eZWx,,,,,41.3847,-81.7982,qr,EN,1,,,Safari iPhone,18.6,iPhone,414x896,exd325,I'm a freshman!,"Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",,,,"Free food/snacks,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,,0,10,80,60,5,Yes,,"Weekday evening (after 6pm) ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Event cost,Didn’t interest me",,"Monday,Wednesday ,Friday ,Saturday ","Evening (4pm–8pm) ",Yes,,3–5 days before,"Email,Social media ",,,Freshman,Applied Math,"Newton, MA",,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,,,,S,M,8 women’s,,,,,Air Fryer,,0,0,,0.358974358974359,"QID9,QID8,QID52,QID42,QID19,QID53,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44"
2025-08-29 18:21:59,2025-08-29 18:26:24,IP Address,129.22.1.25,100,264,True,2025-08-29 18:26:25,R_6jUVkg5qw6qhixh,,,,,41.5066,-81.6111,qr,EN,1,,,Chrome,139.0.0.0,Android 10,412x924,jbn52,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,concert,yes,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,idk any sorry,0,0,100,100,0,Yes,100,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Huge (300-600 people),Either is fine,Didn’t hear about it,,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"busy studying ","1–2 days before ","Email,Social media ,Friends",,flyers?,Freshman,geology,"Dayton,oh",no,pottery,halloween,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,M,M,9,,,,,Air Fryer,,1,1,QID28,0.1282051282051282,"QID52,QID27,QID59,QID38,QID44"
2025-08-29 18:18:25,2025-08-29 18:26:26,IP Address,129.22.1.25,100,481,True,2025-08-29 18:26:27,R_1ihtMf6xSQjTnT9,,,,,41.452,-81.6146,qr,EN,1,,,Safari iPhone,18.6,iPhone,414x896,alc284,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,Concerts!,N/A,"Free food/snacks,Socializing/meeting new people ,Cultural representation",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",,N/A,0,0,0,0,0,Yes,50,"Friday evenings,Saturday afternoons ,Saturday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Event cost",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,n/a,A week,"Social media ,Posters/flyers ,Friends",,"social media ",Freshman,bio,IL,filipino,dance,n/a,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,n/a,No,,"social events ",Other:,,S,M,8 womens,"hoodies ",,,free!,Ninja Creami,n/a,0,0,,0,
